CHINA 829 2000000 522 
AUSTRALIA 464 2000000 292 
NUEVA_ZELANDA 1383 2000000 719 ;

param COSTO_CENTROS_SAN_PABLO: AIRE TIERRA MAR := 
SAN_PABLO 2000000 2000000 2000000 
PANAMA 441 0 141 
NUEVA_YORK 388 2000000 248 
AMSTERDAM 326 2000000 114 
ESTAMBUL 348 2000000 212 
TOKIO 638 2000000 255 ;

param COSTO_CENTROS_PANAMA: AIRE TIERRA MAR := 
SAN_PABLO 580 2000000 307 
PANAMA 2000000 2000000 2000000 
NUEVA_YORK 133 2000000 52 
AMSTERDAM 376 2000000 263 
ESTAMBUL 435 2000000 161 
TOKIO 642 2000000 218 ;

param COSTO_CENTROS_NUEVA_YORK: AIRE TIERRA MAR := 
SAN_PABLO 714 2000000 386 
PANAMA 170 253 87 
NUEVA_YORK 2000000 2000000 2000000 
AMSTERDAM 470 2000000 141 
ESTAMBUL 319 2000000 115 
TOKIO 1325 2000000 769; 

param COSTO_CENTROS_AMSTERDAM: AIRE TIERRA MAR := 
SAN_PABLO 901 2000000 478 
PANAMA 464 2000000 288 
NUEVA_YORK 311 2000000 171 
AMSTERDAM 2000000 2000000 2000000 
ESTAMBUL 87 2000000 58 
TOKIO 458 2000000 174 ;

param COSTO_CENTROS_ESTAMBUL: AIRE TIERRA MAR := 
SAN_PABLO 783 2000000 423 
PANAMA 587 2000000 329 
NUEVA_YORK 475 2000000 190 
AMSTERDAM 85 2000000 56 
ESTAMBUL 2000000 2000000 2000000 
TOKIO 531 2000000 175 ;

param COSTO_CENTROS_TOKIO: AIRE TIERRA MAR := 
SAN_PABLO 844 2000000 329 
PANAMA 676 2000000 392 
NUEVA_YORK 570 2000000 177 
AMSTERDAM 658 2000000 362 
ESTAMBUL 1494 2000000 463 
TOKIO 2000000 2000000 2000000 ;

param COSTO_CENTROS_VARSOVIA: AIRE TIERRA MAR := 
SAN_PABLO 779 2000000 2000000 
PANAMA 452 2000000 2000000 
NUEVA_YORK 407 2000000 2000000 
AMSTERDAM 34 55 2000000 
ESTAMBUL 136 2000000 2000000 
TOKIO 506 2000000 2000000 ;

param COSTO_CENTROS_BRATISLAVA: AIRE TIERRA MAR := 
SAN_PABLO 896 2000000 2000000 
PANAMA 464 2000000 2000000 
NUEVA_YORK 390 2000000 2000000 
AMSTERDAM 33 50 2000000 
ESTAMBUL 56 2000000 2000000 
TOKIO 504 2000000 2000000 ;

param COSTO_CENTROS_BUCAREST: AIRE TIERRA MAR := 
SAN_PABLO 894 2000000 572 
PANAMA 470 2000000 221 
NUEVA_YORK 390 2000000 254 
AMSTERDAM 29 43 17 
ESTAMBUL 89 136 44 
TOKIO 523 2000000 282 ;
end;
